taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
3626335	Oxalis spiralis subsp. vulcanicola (Donn.Sm.) Lourteig	7318047	Oxalis spiralis subsp. spiralis	10	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Oxalidales	7224021	Oxalidaceae	6697	Oxalis	2891642	Oxalis spiralis	7156841	
2686157	Larix kaempferi (Lamb.) Carrière	2686157	Larix kaempferi (Lamb.) Carrière	252	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Pinaceae	3925	Larix	2686156	Larix kaempferi	2686157	LC
9314269	Bombus terrestris lusitanicus Krüger, 1956	9314269	Bombus terrestris lusitanicus Krüger, 1956	708	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Apidae	4334	Bombus	1340278	Bombus terrestris	1340503	
11729313	Dione vanillae insularis (Maynard, 1889)	11729313	Dione vanillae insularis (Maynard, 1889)	273	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Dione	1897643	Dione vanillae	11701883	
6066220	Aviceda jerdoni jerdoni (Blyth, 1842)	6066220	Aviceda jerdoni jerdoni (Blyth, 1842)	44	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Aviceda	2480703	Aviceda jerdoni	2480708	
2762721	Musa acuminata var. zebrina (Van Houtte ex Planch.) Nasution	7227350	Musa acuminata subsp. acuminata	12	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Musaceae	4686	Musa	2760990	Musa acuminata	2762680	
5224861	Tropidurus melanopleurus pictus Müller, 1924	5224861	Tropidurus melanopleurus pictus Müller, 1924	6	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Tropiduridae	9116	Tropidurus	2451549	Tropidurus melanopleurus	5224860	
8688934	Selaginella willdenowii (Desv.) Baker	8688934	Selaginella willdenowii (Desv.) Baker	489	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Lycopodiopsida	245	Selaginellales	420	Selaginellaceae	6724	Selaginella	2688177	Selaginella willdenowii	8688934	
3790422	Sticherus quadripartitus (Poir.) Ching	3790422	Sticherus quadripartitus (Poir.) Ching	110	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Gleicheniales	7229400	Gleicheniaceae	6621	Sticherus	7392014	Sticherus quadripartitus	3790422	
8851919	Callospermophilus lateralis trepidus (Taylor, 1910)	8851919	Callospermophilus lateralis trepidus (Taylor, 1910)	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Sciuridae	9456	Callospermophilus	4827935	Callospermophilus lateralis	7593288	
8023236	Pandanus tectorius Parkinson ex Du Roi	8023236	Pandanus tectorius Parkinson ex Du Roi	4330	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Pandanales	554	Pandanaceae	3737	Pandanus	8404076	Pandanus tectorius	8023236	LC
7205815	Limenitis arthemis arthemis	7205815	Limenitis arthemis arthemis	16799	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Limenitis	5131972	Limenitis arthemis	5132084	
2422572	Pelophryne signata (Boulenger, 1895)	2422572	Pelophryne signata (Boulenger, 1895)	110	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Bufonidae	6727	Pelophryne	2422563	Pelophryne signata	2422572	LC
3613894	Weinmannia producta Moric. ex Ser.	3613680	Weinmannia trichosperma Cav.	6	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Oxalidales	7224021	Cunoniaceae	2405	Weinmannia	3032536	Weinmannia trichosperma	3613680	
1908299	Nessaea obrinus (Linnaeus, 1758)	1908299	Nessaea obrinus (Linnaeus, 1758)	308	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Nessaea	1908298	Nessaea obrinus	1908299	
5298822	Iris sanguinea var. violacea Makino	5298822	Iris sanguinea var. violacea Makino	3	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Iridaceae	7698	Iris	2748017	Iris sanguinea	5298821	
5224863	Tropidurus melanopleurus melanopleurus Boulenger, 1902	5224863	Tropidurus melanopleurus melanopleurus Boulenger, 1902	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Squamata	11592253			Tropiduridae	9116	Tropidurus	2451549	Tropidurus melanopleurus	5224860	
2928741	Datura wrightii Regel	2928741	Datura wrightii Regel	27827	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Datura	2928734	Datura wrightii	2928741	
7284740	Eulychnia acida Phil.	7284740	Eulychnia acida Phil.	331	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Cactaceae	2519	Eulychnia	7284697	Eulychnia acida	7284740	LC
11432433	Dione vanillae forbesi (Michener, 1942)	11432433	Dione vanillae forbesi (Michener, 1942)	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Dione	1897643	Dione vanillae	11701883	
4286150	Tylosurus crocodilus (Péron & Lesueur, 1821)	4286150	Tylosurus crocodilus (Péron & Lesueur, 1821)	1617	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Beloniformes	498	Belonidae	7190	Tylosurus	2369225	Tylosurus crocodilus	4286150	LC
9185042	Exora obsoleta Fabricius, 1801	9185042	Exora obsoleta Fabricius, 1801	182	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Chrysomelidae	7780	Exora	6757757	Exora obsoleta	9185042	
3188786	Chamaenerion latifolium (L.) Sweet	3188786	Chamaenerion latifolium (L.) Sweet	8115	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Onagraceae	2430	Chamaenerion	8406741	Chamaenerion latifolium	3188786	LC
7586883	Dianthus barbatus var. compactus (Kit.) Heuff.	7586883	Dianthus barbatus var. compactus (Kit.) Heuff.	23	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Caryophyllaceae	2518	Dianthus	3085411	Dianthus barbatus	3085421	
2857541	Allium allegheniense Small	2856745	Allium cernuum Roth	75	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Allium	9624496	Allium cernuum	2856745	
3931105	Aquilegia flavescens var. rubicunda (Tidestr.) S.L.Welsh	3931105	Aquilegia flavescens var. rubicunda (Tidestr.) S.L.Welsh	6	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Aquilegia	3033167	Aquilegia flavescens	3033208	
12291599	Icthyophaga leucogaster (J.F.Gmelin, 1788)	2480455	Haliaeetus leucogaster (Gmelin, 1788)	10989	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Haliaeetus	2480444	Haliaeetus leucogaster	2480455	
5211140	Chlorurus bleekeri (de Beaufort, 1940)	5211140	Chlorurus bleekeri (de Beaufort, 1940)	840	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Scaridae	4504	Chlorurus	2393457	Chlorurus bleekeri	5211140	LC
1686498	Copiphora gracilis Scudder, 1869	1686498	Copiphora gracilis Scudder, 1869	115	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Orthoptera	1458	Tettigoniidae	3991	Copiphora	1686486	Copiphora gracilis	1686498	
7860287	Abies lasiocarpa var. bifolia (A.Murray bis) Eckenwalder	2685363	Abies lasiocarpa var. lasiocarpa	630	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Pinaceae	3925	Abies	2684876	Abies lasiocarpa	2685313	
4273700	Senecio amplectens var. amplectens	4273700	Senecio amplectens var. amplectens	43	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Senecio	3106738	Senecio amplectens	3107787	
7342121	Alophoixus phaeocephalus phaeocephalus (Hartlaub, 1844)	7342121	Alophoixus phaeocephalus phaeocephalus (Hartlaub, 1844)	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Pycnonotidae	5277	Alophoixus	2486191	Alophoixus phaeocephalus	2486196	
3033245	Anemone cylindrica A.Gray	3033245	Anemone cylindrica A.Gray	2334	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Anemone	3016227	Anemone cylindrica	3033245	
2423777	Polypedates otilophus (Boulenger, 1893)	2423777	Polypedates otilophus (Boulenger, 1893)	667	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Rhacophoridae	3096	Polypedates	2423774	Polypedates otilophus	2423777	LC
3001372	Malus sargentii Rehder	7848132	Malus toringo (Siebold) de Vriese	5	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Malus	3001068	Malus toringo	7848132	
5384112	Opuntia × cymochila Engelm. & J.M.Bigelow	5384112	Opuntia × cymochila Engelm. & J.M.Bigelow	916	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Cactaceae	2519	Opuntia	3084187	Opuntia cymochila	5384112	
7207403	Cyrestis thyodamas thyodamas	7207403	Cyrestis thyodamas thyodamas	21	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Cyrestis	1904851	Cyrestis thyodamas	1904948	
2869301	Lysichiton camtschatcensis (L.) Schott	2869301	Lysichiton camtschatcensis (L.) Schott	534	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Lysichiton	2869300	Lysichiton camtschatcensis	2869301	
3033339	Ranunculus repens L.	3033339	Ranunculus repens L.	46338	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Ranunculus	3033294	Ranunculus repens	3033339	
7207394	Cyrestis themire themire	7207394	Cyrestis themire themire	43	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Cyrestis	1904851	Cyrestis themire	1904887	
4274172	Madia elegans subsp. elegans	7745385	Madia elegans D.Don	11	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Madia	3140905	Madia elegans	7745385	
1895817	Eresia actinote (Salvin, 1869)	1895817	Eresia actinote (Salvin, 1869)	27	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Eresia	1895732	Eresia actinote	1895817	
3073817	Colliguaja integerrima Gillies & Hook.	3073817	Colliguaja integerrima Gillies & Hook.	268	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Colliguaja	3073812	Colliguaja integerrima	3073817	
10771089	Youngia japonica subsp. monticola Koh Nakam. & C.I Peng	10771089	Youngia japonica subsp. monticola Koh Nakam. & C.I Peng	151	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Youngia	3095748	Youngia japonica	5387974	
2754341	Luzuriaga polyphylla (Hook.f.) J.F.Macbr.	2754341	Luzuriaga polyphylla (Hook.f.) J.F.Macbr.	211	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Liliales	1172	Alstroemeriaceae	7695	Luzuriaga	2754333	Luzuriaga polyphylla	2754341	
4932035	Andropogon gerardi Vitman	4932035	Andropogon gerardi Vitman	13185	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Andropogon	2706077	Andropogon gerardi	4932035	
5829992	Prunella vulgaris subsp. asiatica (Nakai) H.Hara	5829992	Prunella vulgaris subsp. asiatica (Nakai) H.Hara	279	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Prunella	2926553	Prunella vulgaris	5341297	
10050103	Pachynoa purpuralis	10050103	Pachynoa purpuralis	48	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Crambidae	8841	Pachynoa	1883950	Pachynoa purpuralis	10050103	
7258932	Rosa acicularis subsp. acicularis	7258932	Rosa acicularis subsp. acicularis	6	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Rosa	8395064	Rosa acicularis	3002193	
6391648	Persicaria amphibia (L.) Gray	6391648	Persicaria amphibia (L.) Gray	14852	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Polygonaceae	2416	Persicaria	6390748	Persicaria amphibia	6391648	LC
7335042	Ribes magellanicum Poir.	7335042	Ribes magellanicum Poir.	579	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Grossulariaceae	2403	Ribes	2986095	Ribes magellanicum	7335042	
3149369	Raillardella scaposa (A.Gray) A.Gray	3149369	Raillardella scaposa (A.Gray) A.Gray	116	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Raillardella	3149368	Raillardella scaposa	3149369	
1026972	Trigoniulus corallinus (Eydoux & Souleyet, 1842)	1026972	Trigoniulus corallinus (Eydoux & Souleyet, 1842)	7842	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Diplopoda	361	Spirobolida	1466	Pachybolidae	8255	Trigoniulus	1026794	Trigoniulus corallinus	1026972	
5371685	Caltha palustris L.	5371685	Caltha palustris L.	55735	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Caltha	3033282	Caltha palustris	5371685	LC
6175162	Agelaius phoeniceus floridanus Maynard, 1895	6175162	Agelaius phoeniceus floridanus Maynard, 1895	6	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Agelaius	2484444	Agelaius phoeniceus	9409198	
1898286	Vanessa atalanta (Linnaeus, 1758)	1898286	Vanessa atalanta (Linnaeus, 1758)	165818	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Vanessa	1898261	Vanessa atalanta	1898286	LC
5974855	Scandarma splendidum Naruse & Ng, 2007	5974855	Scandarma splendidum Naruse & Ng, 2007	62	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Sesarmidae	9686	Scandarma	4648073	Scandarma splendidum	5974855	
6133152	Chabula onychinalis Guenee, 1854	5802339	Glyphodes onychinalis (Guenée, 1854)	1316	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Crambidae	8841	Glyphodes	8406574	Glyphodes onychinalis	5802339	
2685374	Abies lasiocarpa var. arizonica (Merriam) Lemmon	2685374	Abies lasiocarpa var. arizonica (Merriam) Lemmon	48	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Pinaceae	3925	Abies	2684876	Abies lasiocarpa	2685313	
11039401	Achillea borealis Bong.	6303257	Achillea millefolium var. borealis (Bong.) Farw.	82	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Achillea	3119995	Achillea millefolium	3120060	
7971787	Vaccinium floribundum Kunth	7971787	Vaccinium floribundum Kunth	1119	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Vaccinium	2882813	Vaccinium floribundum	7971787	LC
5216933	Rhinella marina (Linnaeus, 1758)	5216933	Rhinella marina (Linnaeus, 1758)	17467	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Bufonidae	6727	Rhinella	2422625	Rhinella marina	5216933	LC
2374521	Terapon jarbua (Forsskål, 1775)	2374521	Terapon jarbua (Forsskål, 1775)	1399	SPECIES	ACCEPTED	Animalia	1	Chordata	44			Perciformes	587	Terapontidae	5072	Terapon	2374520	Terapon jarbua	2374521	LC
7308026	Orthosiphon aristatus (Blume) Miq.	7308026	Orthosiphon aristatus (Blume) Miq.	609	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Orthosiphon	6410205	Orthosiphon aristatus	7308026	
1897817	Chersonesia risa (Doubleday)	1897817	Chersonesia risa (Doubleday)	354	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Chersonesia	1897807	Chersonesia risa	1897817	
5567764	Tiarella trifoliata var. unifoliata (Hook.) Kurtz	5567764	Tiarella trifoliata var. unifoliata (Hook.) Kurtz	1333	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Saxifragales	7219248	Saxifragaceae	2402	Tiarella	3032599	Tiarella trifoliata	5371609	
3033269	Anemone multifida var. tetonensis (Porter) C.L.Hitchc.	3033269	Anemone multifida var. tetonensis (Porter) C.L.Hitchc.	13	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Anemone	3016227	Anemone multifida	3033252	
8000039	Silene vulgaris subsp. angustifolia (Mill.) Hayek	7423636	Silene vulgaris subsp. macrocarpa Turrill	1	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Caryophyllaceae	2518	Silene	3085897	Silene vulgaris	9172281	
5356440	Lathyrus magellanicus Lam.	5356440	Lathyrus magellanicus Lam.	202	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Lathyrus	10356062	Lathyrus magellanicus	5356440	LC
2601506	Pseudocyphellaria faveolata (Delise) Malme	2601506	Pseudocyphellaria faveolata (Delise) Malme	49	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Peltigerales	1055	Lobariaceae	8375	Pseudocyphellaria	2601421	Pseudocyphellaria faveolata	2601506	
6225493	Diaethria clymena peruviana (Guenée, 1872)	6225493	Diaethria clymena peruviana (Guenée, 1872)	6	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Diaethria	1908980	Diaethria clymena	1909019	
3863709	Melastoma affine D.Don	5834766	Melastoma malabathricum subsp. malabathricum	26	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Melastoma	3188510	Melastoma malabathricum	3188511	
7226316	Pedicularis racemosa subsp. racemosa	7226316	Pedicularis racemosa subsp. racemosa	25	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Orobanchaceae	6651	Pedicularis	3171670	Pedicularis racemosa	7400180	
7095916	Linum lewisii var. lewisii	7095916	Linum lewisii var. lewisii	206	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Linaceae	2493	Linum	2873855	Linum lewisii	2873876	
7226808	Andropogon gerardi var. gerardi	7226808	Andropogon gerardi var. gerardi	50	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Andropogon	2706077	Andropogon gerardi	4932035	
5170255	Ctenus villasboasi Mello-Leitão, 1949	5170255	Ctenus villasboasi Mello-Leitão, 1949	96	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Ctenidae	7363	Ctenus	2152509	Ctenus villasboasi	5170255	
7219304	Cerastium arvense subsp. arvense	7219304	Cerastium arvense subsp. arvense	45	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Caryophyllaceae	2518	Cerastium	2873815	Cerastium arvense	3085433	
5341297	Prunella vulgaris L.	5341297	Prunella vulgaris L.	121434	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Prunella	2926553	Prunella vulgaris	5341297	LC
5616153	Caltha violacea Khokhr.	8383690	Caltha palustris var. sibirica Regel	8	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Caltha	3033282	Caltha palustris	5371685	
2977323	Wisteria floribunda (Willd.) DC.	2977323	Wisteria floribunda (Willd.) DC.	514	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Wisteria	2977309	Wisteria floribunda	2977323	
5518359	Coriolus neaniscus (Berk. ex Cooke) Imazeki, 1943	7652320	Trametes versicolor (L.) Pilát	1	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Trametes	2519084	Trametes versicolor	7652320	
9409198	Agelaius phoeniceus (Linnaeus, 1766)	9409198	Agelaius phoeniceus (Linnaeus, 1766)	183174	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Agelaius	2484444	Agelaius phoeniceus	9409198	LC
2260167	Diploria labyrinthiformis (Linnaeus, 1758)	2260167	Diploria labyrinthiformis (Linnaeus, 1758)	1036	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Faviidae	3968	Diploria	2260164	Diploria labyrinthiformis	2260167	CR
7167254	Nepenthes ampullaria Jack	7167254	Nepenthes ampullaria Jack	783	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Nepenthaceae	6682	Nepenthes	3190711	Nepenthes ampullaria	7167254	LC
9404220	Miconia crenata (Vahl) Michelang.	9404220	Miconia crenata (Vahl) Michelang.	4978	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Miconia	3188558	Miconia crenata	9404220	
3033169	Aquilegia formosa Fisch. ex DC.	3033169	Aquilegia formosa Fisch. ex DC.	22007	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Ranunculaceae	2410	Aquilegia	3033167	Aquilegia formosa	3033169	
4262326	Odocoileus hemionus columbianus (Richardson, 1829)	4262326	Odocoileus hemionus columbianus (Richardson, 1829)	43895	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Odocoileus	2440964	Odocoileus hemionus	2440974	
2871533	Amorphophallus paeoniifolius (Dennst.) Nicolson	2871533	Amorphophallus paeoniifolius (Dennst.) Nicolson	502	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Amorphophallus	2871389	Amorphophallus paeoniifolius	2871533	LC
4264803	Erethizon dorsata epixanthus Brandt, 1835	4264803	Erethizon dorsata epixanthus Brandt, 1835	15	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Erethizontidae	5498	Erethizon	2437593	Erethizon dorsatus	6066824	
4999913	Jamesia globifera (Fabricius, 1801)	4999913	Jamesia globifera (Fabricius, 1801)	71	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Cerambycidae	5602	Jamesia	1105029	Jamesia globifera	4999913	
5372427	Shepherdia canadensis (L.) Nutt.	5372427	Shepherdia canadensis (L.) Nutt.	16305	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Elaeagnaceae	2408	Shepherdia	3039276	Shepherdia canadensis	5372427	
6175166	Agelaius phoeniceus gubernator (Wagler, 1832)	6175166	Agelaius phoeniceus gubernator (Wagler, 1832)	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Agelaius	2484444	Agelaius phoeniceus	9409198	
2605255	Evernia mesomorpha Nyl.	2605255	Evernia mesomorpha Nyl.	4905	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Lecanorales	1048	Parmeliaceae	8305	Evernia	2605254	Evernia mesomorpha	2605255	
5938224	Fuchsia magellanica Lam.	5938224	Fuchsia magellanica Lam.	4046	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Onagraceae	2430	Fuchsia	5938221	Fuchsia magellanica	5938224	
7059490	Odocoileus hemionus hemionus (Rafinesque, 1817)	7059490	Odocoileus hemionus hemionus (Rafinesque, 1817)	5610	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Odocoileus	2440964	Odocoileus hemionus	2440974	
6164390	Potos flavus modestus Thomas, 1902	6164390	Potos flavus modestus Thomas, 1902	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Carnivora	732	Procyonidae	5311	Potos	2433572	Potos flavus	2433573	
8368344	Cassiope mertensiana (Bong.) D.Don	8368344	Cassiope mertensiana (Bong.) D.Don	3359	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Cassiope	2882766	Cassiope mertensiana	8368344	
4232845	Tanacetum vulgare subsp. boreale (Fisch. ex DC.) A, 1975	3118274	Tanacetum vulgare L.	410	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Tanacetum	3118160	Tanacetum vulgare	3118274	
6225491	Diaethria clymena janeira (Felder, 1862)	6225491	Diaethria clymena janeira (Felder, 1862)	125	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Diaethria	1908980	Diaethria clymena	1909019	
5714911	Pieris rapae rapae	5714911	Pieris rapae rapae	1716	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Pieridae	5481	Pieris	1920481	Pieris rapae	1920496	
